Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.001G082700.1	GO:0003677, GO:0000723, GO:0000784
Gorai.001G082800.1	GO:0005515
Gorai.001G083100.1	GO:0016021
Gorai.001G083400.1	GO:0009058, GO:0005985
Gorai.001G083600.1	GO:0005515
Gorai.001G083700.1	GO:0016740, GO:0009058
Gorai.001G083900.1	GO:0008168, GO:0006139
Gorai.001G084000.1	GO:0003824, GO:0016020
Gorai.001G084100.1	GO:0003676, GO:0008270
Gorai.001G084200.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.001G084300.1	GO:0015238, GO:0015297, GO:0006855, GO:0055085, GO:0016020
Gorai.001G084500.1	GO:0008168
Gorai.001G084600.1	GO:0008168, GO:0008276, GO:0006479, GO:0005737, GO:0008152
Gorai.001G084800.1	GO:0003743, GO:0006413, GO:0005488
Gorai.001G085300.1	GO:0055085, GO:0016021
Gorai.001G085600.1	GO:0004798, GO:0005524, GO:0006233
Gorai.001G085800.1	GO:0004252, GO:0006508
Gorai.001G085900.1	GO:0016742, GO:0009058
Gorai.001G086000.1	GO:0046872, GO:0030001
Gorai.001G086100.1	GO:0046872, GO:0030001
Gorai.001G086200.1	GO:0004553, GO:0005975
Gorai.001G086300.1	GO:0004553, GO:0005975
Gorai.001G086500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.001G086700.1	GO:0005515
Gorai.001G087200.1	GO:0003677
Gorai.001G087400.1	GO:0003677
Gorai.001G087500.1	GO:0009512
Gorai.001G087800.1	GO:0004616, GO:0050661, GO:0006098, GO:0055114
Gorai.001G088100.1	GO:0016758, GO:0006506, GO:0005789, GO:0016021
Gorai.001G088200.1	GO:0003676
Gorai.001G088300.1	GO:0005634, GO:0005737
Gorai.001G088400.1	GO:0005509, GO:0015979, GO:0009523, GO:0009654, GO:0019898
Gorai.001G088500.1	GO:0003684, GO:0006289, GO:0005634, GO:0003677
Gorai.001G088600.1	GO:0003677, GO:0006334, GO:0000786, GO:0005634
Gorai.001G088900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G089000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G089100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G089300.1	GO:0005515
Gorai.001G089700.1	GO:0003677
Gorai.001G089800.1	GO:0003677
Gorai.001G090000.1	GO:0003677, GO:0046983, GO:0003700, GO:0006355, GO:0005634
Gorai.001G090100.1	GO:0003677
Gorai.001G090200.1	GO:0008466, GO:0016758, GO:0007047, GO:0030244, GO:0005618, GO:0030054
Gorai.001G090300.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G090400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G091900.1	GO:0003677, GO:0006355
Gorai.001G092100.1	GO:0004190, GO:0006508
Gorai.001G092200.1	GO:0016021
Gorai.001G092900.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G093000.1	GO:0003677, GO:0046983
Gorai.001G093200.1	GO:0008375, GO:0016020
Gorai.001G093300.1	GO:0008270
Gorai.001G093500.1	GO:0046873, GO:0030001, GO:0055085, GO:0016020
Gorai.001G093600.1	GO:0030599, GO:0042545, GO:0005618
Gorai.001G093800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G094300.1	GO:0003700, GO:0043565, GO:0006355
Gorai.001G094700.1	GO:0047134, GO:0055114
Gorai.001G094800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G094900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G095100.1	GO:0005543
Gorai.001G095200.1	GO:0005515
Gorai.001G095300.1	GO:0003676, GO:0008270
Gorai.001G095500.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.001G095600.1	GO:0016020
Gorai.001G095700.1	GO:0004553, GO:0005975
Gorai.001G095800.1	GO:0005515
Gorai.001G096000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G096100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G096300.1	GO:0016491, GO:0016706, GO:0055114
Gorai.001G096400.1	GO:0016491, GO:0016706, GO:0055114
Gorai.001G096700.1	GO:0000156, GO:0000160, GO:0006355, GO:0003677
Gorai.001G096900.1	GO:0003676, GO:0008270
Gorai.001G097000.1	GO:0008138, GO:0006470
Gorai.001G097100.1	GO:0003676, GO:0008270
Gorai.001G097400.1	GO:0006352, GO:0005634, GO:0051090
Gorai.001G097600.1	GO:0005097, GO:0032313, GO:0005622
Gorai.001G097700.1	GO:0005515
Gorai.001G097800.1	GO:0005515
Gorai.001G098000.1	GO:0005094, GO:0005737
Gorai.001G098100.1	GO:0004650, GO:0005975
Gorai.001G098300.1	GO:0003676
Gorai.001G098600.1	GO:0003676
Gorai.001G098700.1	GO:0003824, GO:0008152
Gorai.001G098900.1	GO:0005515
Gorai.001G099000.1	GO:0031072
Gorai.001G099100.1	GO:0005515
Gorai.001G099300.1	GO:0008233, GO:0006508
Gorai.001G099700.1	GO:0005515
Gorai.001G099800.1	GO:0016168, GO:0009767, GO:0019684, GO:0009521, GO:0016020
Gorai.001G099900.1	GO:0004252, GO:0006508
Gorai.001G100100.1	GO:0016021
Gorai.001G100200.1	GO:0003677, GO:0006284
Gorai.001G100300.1	GO:0008677, GO:0055114, GO:0004616, GO:0006098, GO:0016491
Gorai.001G100700.1	GO:0005515
Gorai.001G100800.1	GO:0000166
Gorai.001G101000.1	GO:0016758, GO:0008152
Gorai.001G101200.1	GO:0015979, GO:0009522, GO:0009538
Gorai.001G101400.1	GO:0004970, GO:0005234, GO:0016020, GO:0005215, GO:0006810, GO:0030288
Gorai.001G101500.1	GO:0004970, GO:0005234, GO:0016020, GO:0005215, GO:0006810, GO:0030288
Gorai.001G101600.1	GO:0004970, GO:0005234, GO:0016020, GO:0005215, GO:0006810, GO:0030288
Gorai.001G101700.1	GO:0004970, GO:0005234, GO:0016020, GO:0005215, GO:0006810, GO:0030288
Gorai.001G102100.1	GO:0016491, GO:0055114, GO:0005507
Gorai.001G102300.1	GO:0016020
Gorai.001G102600.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737
Gorai.001G102700.1	GO:0004806, GO:0006629
Gorai.001G102800.1	GO:0016021
Gorai.001G102900.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G103000.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G103100.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G103400.1	GO:0006457, GO:0005515
Gorai.001G103700.1	GO:0008270, GO:0016491, GO:0055114
Gorai.001G103800.1	GO:0008270, GO:0016491, GO:0055114
Gorai.001G103900.1	GO:0008270, GO:0016491, GO:0055114
Gorai.001G104000.1	GO:0008270, GO:0016491, GO:0055114
Gorai.001G104100.1	GO:0008270, GO:0016491, GO:0055114
Gorai.001G104400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G104500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G104600.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G104700.1	GO:0016021
Gorai.001G104800.1	GO:0016757
Gorai.001G105100.1	GO:0003700, GO:0006355
Gorai.001G105300.1	GO:0003676
Gorai.001G105400.1	GO:0003678, GO:0005524, GO:0006260
Gorai.001G105800.1	GO:0016757, GO:0016020
Gorai.001G106000.1	GO:0004553, GO:0005975
Gorai.001G106100.1	GO:0008137, GO:0042773, GO:0055114
Gorai.001G106400.1	GO:0000166, GO:0004827, GO:0005524, GO:0006433, GO:0005737
Gorai.001G106500.1	GO:0005506, GO:0009055, GO:0016491, GO:0050660, GO:0016021, GO:0055114, GO:0004601, GO:0050664
Gorai.001G106600.1	GO:0005515
Gorai.001G106800.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.001G107000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G107100.1	GO:0008137, GO:0055114
Gorai.001G107200.1	GO:0005515
Gorai.001G107300.1	GO:0016746, GO:0016747, GO:0006633, GO:0016020, GO:0008610, GO:0004315
Gorai.001G107400.1	GO:0006887, GO:0000145
Gorai.001G107500.1	GO:0046872, GO:0030001
Gorai.001G107600.1	GO:0003735, GO:0006412, GO:0005840
Gorai.001G107900.1	GO:0003677
Gorai.001G108200.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G108300.1	GO:0003677
Gorai.001G108500.1	GO:0003676
Gorai.001G108800.1	GO:0016881
Gorai.001G108900.1	GO:0003700, GO:0043565, GO:0006355
Gorai.001G109300.1	GO:0003677, GO:0008270, GO:0006355
Gorai.001G109500.1	GO:0005515, GO:0004842, GO:0016567, GO:0000151
Gorai.001G109600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G109800.1	GO:0016651, GO:0051539, GO:0055114
Gorai.001G109900.1	GO:0005515
Gorai.001G110100.1	GO:0005515
Gorai.001G110900.1	GO:0003677, GO:0005634
Gorai.001G111200.1	GO:0016020
Gorai.001G111700.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G112000.1	GO:0003723
Gorai.001G112200.1	GO:0003677
Gorai.001G112300.1	GO:0019867
Gorai.001G112500.1	GO:0006367, GO:0005672
Gorai.001G112800.1	GO:0016787
Gorai.001G112900.1	GO:0008324, GO:0006812, GO:0055085, GO:0016021
Gorai.001G113000.1	GO:0003924, GO:0005525, GO:0007264, GO:0005622
Gorai.001G113200.1	GO:0016758, GO:0008152
Gorai.001G113300.1	GO:0016758, GO:0008152
Gorai.001G113600.1	GO:0005515
Gorai.001G113800.1	GO:0016758, GO:0008152
Gorai.001G113900.1	GO:0016758, GO:0008152
Gorai.001G114000.1	GO:0016758, GO:0008152
Gorai.001G114400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G114700.1	GO:0004540, GO:0008033
Gorai.001G114800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G115100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G115300.1	GO:0003677
Gorai.001G115500.1	GO:0016833, GO:0009058
Gorai.001G115600.1	GO:0005515, GO:0005543
Gorai.001G115700.1	GO:0005524, GO:0016887, GO:0016020
Gorai.001G115800.1	GO:0003676, GO:0006810
Gorai.001G116000.1	GO:0005524, GO:0016887, GO:0016020
Gorai.001G116300.1	GO:0046872, GO:0030001
Gorai.001G116400.1	GO:0005515
Gorai.001G116500.1	GO:0006629, GO:0016717, GO:0055114
Gorai.001G116600.1	GO:0016491, GO:0050660, GO:0055114
Gorai.001G116700.1	GO:0005515, GO:0003723
Gorai.001G117000.1	GO:0004066, GO:0006529
Gorai.001G117200.1	GO:0016491, GO:0051537, GO:0055114, GO:0010277
Gorai.001G117400.1	GO:0016538, GO:0007049
Gorai.001G117500.1	GO:0005515
Gorai.001G118100.1	GO:0008299
Gorai.001G118300.1	GO:0008236, GO:0006508
Gorai.001G118400.1	GO:0033615, GO:0005743
Gorai.001G118500.1	GO:0004190, GO:0006508
Gorai.001G118700.1	GO:0016788, GO:0006629
Gorai.001G118800.1	GO:0008374, GO:0006629
Gorai.001G118900.1	GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0009058
Gorai.001G119000.1	GO:0004871, GO:0009416
Gorai.001G119600.1	GO:0008083, GO:0008283, GO:0005576
Gorai.001G119800.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.001G120100.1	GO:0016758, GO:0008152
Gorai.001G120500.1	GO:0003676
Gorai.001G120600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G120700.1	GO:0003755, GO:0006457, GO:0005515
Gorai.001G120800.1	GO:0003735, GO:0006414, GO:0005622, GO:0005840
Gorai.001G121200.1	GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0016620
Gorai.001G121400.1	GO:0005524, GO:0009378, GO:0006281, GO:0006310, GO:0016887
Gorai.001G121500.1	GO:0008270, GO:0003677
Gorai.001G121600.1	GO:0008373, GO:0006486, GO:0030173
Gorai.001G122000.1	GO:0005506, GO:0016491, GO:0006633, GO:0055114
Gorai.001G122100.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.001G122300.1	GO:0004553, GO:0005975
Gorai.001G122400.1	GO:0005507
Gorai.001G122500.1	GO:0007165, GO:0005622, GO:0005515
Gorai.001G122800.1	GO:0003677, GO:0006355
Gorai.001G123400.1	GO:0016810, GO:0006807
Gorai.001G123600.1	GO:0005634
Gorai.001G123900.1	GO:0003700, GO:0006355, GO:0005667
Gorai.001G124800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G125100.1	GO:0016491, GO:0050660, GO:0055114
Gorai.001G125200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.001G125300.1	GO:0006810, GO:0005886, GO:0010044
Gorai.001G125400.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.001G125700.1	GO:0004842, GO:0016567, GO:0000151
Gorai.001G125800.1	GO:0003677
Gorai.001G126200.1	GO:0031072, GO:0051082, GO:0006457
Gorai.001G126300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G126600.1	GO:0007165
Gorai.001G126800.1	GO:0000156, GO:0000160, GO:0006355
Gorai.001G126900.1	GO:0016844, GO:0009058
Gorai.001G127100.1	GO:0004221, GO:0006511, GO:0005515
Gorai.001G127300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G127600.1	GO:0004553, GO:0005975
Gorai.001G127700.1	GO:0004553, GO:0005975
Gorai.001G127800.1	GO:0009055, GO:0051536, GO:0016491, GO:0055114, GO:0046872
Gorai.001G127900.1	GO:0003725, GO:0005622
Gorai.001G128000.1	GO:0004765, GO:0005524
Gorai.001G128100.1	GO:0005509, GO:0007165, GO:0005578
Gorai.001G128200.1	GO:0003871, GO:0009086, GO:0008270, GO:0008652
Gorai.001G128400.1	GO:0004185, GO:0006508
Gorai.001G128500.1	GO:0004185, GO:0006508
Gorai.001G128600.1	GO:0004185, GO:0006508
Gorai.001G128700.1	GO:0016788, GO:0006629
Gorai.001G128900.1	GO:0016627, GO:0006784, GO:0055114, GO:0016020
Gorai.001G129000.1	GO:0016491, GO:0008152
Gorai.001G129100.1	GO:0005215, GO:0006857, GO:0016020
Gorai.001G129400.1	GO:0004664, GO:0009094, GO:0016597, GO:0008152
Gorai.001G129500.1	GO:0003677, GO:0008270, GO:0006355
Gorai.001G129800.1	GO:0008270
Gorai.001G129900.1	GO:0016491, GO:0008152
Gorai.001G130200.1	GO:0045735
Gorai.001G130300.1	GO:0045454
Gorai.001G130600.1	GO:0016491, GO:0055114, GO:0010181
Gorai.001G130700.1	GO:0003924, GO:0005525
Gorai.001G130800.1	GO:0008219, GO:0016021
Gorai.001G130900.1	GO:0030599, GO:0042545, GO:0005618
Gorai.001G131300.1	GO:0003677, GO:0043565, GO:0005622
Gorai.001G131500.1	GO:0008236, GO:0006508
Gorai.001G131900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.001G132000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G132100.1	GO:0007034, GO:0030904
Gorai.001G132200.1	GO:0004672, GO:0005524, GO:0006468, GO:0007165
Gorai.001G132300.1	GO:0022904, GO:0016020
Gorai.001G132400.1	GO:0005515
Gorai.001G132500.1	GO:0051258, GO:0043234, GO:0003924, GO:0005525, GO:0006184
Gorai.001G132600.1	GO:0003735, GO:0006412, GO:0005840
Gorai.001G132800.1	GO:0006777
Gorai.001G132900.1	GO:0005515
Gorai.001G133000.1	GO:0005524
Gorai.001G133200.1	GO:0016787, GO:0003824, GO:0008152
Gorai.001G133500.1	GO:0005524, GO:0016887
Gorai.001G133800.1	GO:0016788
Gorai.001G134000.1	GO:0005515
Gorai.001G134500.1	GO:0003824, GO:0004488, GO:0009396, GO:0055114
Gorai.001G134600.1	GO:0004190, GO:0016021
Gorai.001G134800.1	GO:0003700, GO:0043565, GO:0006355
Gorai.001G134900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G135000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G135100.1	GO:0016853
Gorai.001G135200.1	GO:0004221, GO:0006511
Gorai.001G135600.1	GO:0003824
Gorai.001G135700.1	GO:0016020
Gorai.001G135900.1	GO:0016491, GO:0008152
Gorai.001G136000.1	GO:0016798
Gorai.001G136300.1	GO:0005515
Gorai.001G136400.1	GO:0005515
Gorai.001G136600.1	GO:0003677, GO:0003899, GO:0006351
Gorai.001G136700.1	GO:0045300, GO:0006631, GO:0055114
Gorai.001G136800.1	GO:0016881
Gorai.001G136900.1	GO:0016491, GO:0008152, GO:0016620, GO:0051287, GO:0006520, GO:0055114, GO:0005737, GO:0003824, GO:0050662, GO:0044237
Gorai.001G137100.1	GO:0003676, GO:0008270
Gorai.001G137500.1	GO:0004185, GO:0006508
Gorai.001G137700.1	GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.001G137800.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.001G137900.1	GO:0016491, GO:0020037, GO:0051536, GO:0055114
Gorai.001G138000.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G138300.1	GO:0005515
Gorai.001G138500.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G138700.1	GO:0046983
Gorai.001G138800.1	GO:0003677
Gorai.001G139100.1	GO:0003676
Gorai.001G140000.1	GO:0003700, GO:0006355
Gorai.001G140200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G140500.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.001G141100.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.001G141200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G141300.1	GO:0016829, GO:0006099
Gorai.001G141400.1	GO:0003777, GO:0005524, GO:0007018, GO:0005515
Gorai.001G141600.1	GO:0004857, GO:0030599
Gorai.001G141700.1	GO:0004857, GO:0030599
Gorai.001G141800.1	GO:0004857, GO:0030599
Gorai.001G141900.1	GO:0004857, GO:0030599
Gorai.001G142000.1	GO:0000156, GO:0000160, GO:0006355, GO:0003677
Gorai.001G142100.1	GO:0016757
Gorai.001G142300.1	GO:0005515, GO:0008565, GO:0006606, GO:0005634, GO:0005737
Gorai.001G142600.1	GO:0046912, GO:0044262
Gorai.001G142800.1	GO:0003824, GO:0008152
Gorai.001G143100.1	GO:0045454, GO:0005783
Gorai.001G143200.1	GO:0003677
Gorai.001G143500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.001G143600.1	GO:0004553, GO:0005975
Gorai.001G143900.1	GO:0005524, GO:0030983, GO:0006298
Gorai.001G144000.1	GO:0000179, GO:0008649, GO:0000154, GO:0008168, GO:0008152
Gorai.001G144100.1	GO:0005515
Gorai.001G144200.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.001G144500.1	GO:0004252, GO:0006508
Gorai.001G144700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G144800.1	GO:0020037
Gorai.001G144900.1	GO:0003676
Gorai.001G145100.1	GO:0003676, GO:0008408, GO:0006139, GO:0005622
Gorai.001G145200.1	GO:0003824, GO:0008152
Gorai.001G145700.1	GO:0016491, GO:0016706, GO:0055114
Gorai.001G145800.1	GO:0016757
Gorai.001G145900.1	GO:0004857, GO:0030599
Gorai.001G146000.1	GO:0003723
Gorai.001G146100.1	GO:0005525, GO:0007264, GO:0004871, GO:0019001, GO:0007186, GO:0005634, GO:0005737, GO:0005622
Gorai.001G146200.1	GO:0003824
Gorai.001G146400.1	GO:0016491, GO:0008152
Gorai.001G146500.1	GO:0005515, GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G146600.1	GO:0008168, GO:0008033
Gorai.001G146700.1	GO:0006508, GO:0016020
Gorai.001G146800.1	GO:0004478
Gorai.001G146900.1	GO:0046983
Gorai.001G147000.1	GO:0003677
Gorai.001G147100.1	GO:0005524, GO:0016887, GO:0016020
Gorai.001G147200.1	GO:0016020
Gorai.001G147300.1	GO:0016020
Gorai.001G147400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G147700.1	GO:0031072
Gorai.001G147900.1	GO:0003700, GO:0043565, GO:0006355
Gorai.001G148000.1	GO:0016021
Gorai.001G148100.1	GO:0006355, GO:0005634
Gorai.001G148500.1	GO:0003677
Gorai.001G148700.1	GO:0003824, GO:0008152
Gorai.001G149100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.001G149200.1	GO:0004553, GO:0005975
Gorai.001G149300.1	GO:0016779, GO:0009058
Gorai.001G150000.1	GO:0003677, GO:0006355
Gorai.001G150200.1	GO:0003677, GO:0006355
Gorai.001G150400.1	GO:0003725, GO:0005622, GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0003723, GO:0004525, GO:0006396, GO:0005515, GO:0016891, GO:0003677, GO:0016787
Gorai.001G150500.1	GO:0000287, GO:0004427, GO:0006796, GO:0005737
Gorai.001G150600.1	GO:0003735, GO:0006414, GO:0005622, GO:0005840
Gorai.001G150700.1	GO:0003676
Gorai.001G150800.1	GO:0003677, GO:0006355
Gorai.001G150900.1	GO:0016746, GO:0009058, GO:0016747, GO:0006633, GO:0016020, GO:0008610
Gorai.001G151000.1	GO:0004672, GO:0005524, GO:0006468, GO:0007165
Gorai.001G151300.1	GO:0008270
Gorai.001G151400.1	GO:0008168, GO:0008610
Gorai.001G151600.1	GO:0008759, GO:0009245
Gorai.001G152000.1	GO:0004672, GO:0005524, GO:0006468, GO:0016773, GO:0009103, GO:0016020
Gorai.001G152100.1	GO:0016779, GO:0008152
Gorai.001G152200.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.001G152300.1	GO:0020037
Gorai.001G152500.1	GO:0005524
Gorai.001G152600.1	GO:0003924, GO:0005525, GO:0007264, GO:0005622
Gorai.001G152800.1	GO:0004842, GO:0016567, GO:0000151
Gorai.001G152900.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.001G153100.1	GO:0006810, GO:0005886, GO:0010044
Gorai.001G153200.1	GO:0016021
Gorai.001G153300.1	GO:0003677, GO:0008270, GO:0006355
Gorai.001G153400.1	GO:0005515
Gorai.001G153500.1	GO:0004733, GO:0010181, GO:0055114
Gorai.001G153600.1	GO:0005515
Gorai.001G153900.1	GO:0006355, GO:0005634, GO:0003677, GO:0009725
Gorai.001G154000.1	GO:0005515, GO:0008565, GO:0006886
Gorai.001G154100.1	GO:0045735
Gorai.001G154200.1	GO:0045735
Gorai.001G154400.1	GO:0004190, GO:0006508
Gorai.001G154500.1	GO:0005515, GO:0016773
Gorai.001G154800.1	GO:0003924, GO:0005525
Gorai.001G154900.1	GO:0004144
Gorai.001G155000.1	GO:0004144
Gorai.001G155300.1	GO:0005216, GO:0006811, GO:0055085, GO:0016020
Gorai.001G155600.1	GO:0003677
Gorai.001G155700.1	GO:0003677
Gorai.001G155800.1	GO:0003700, GO:0043565, GO:0006355
Gorai.001G155900.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237
Gorai.001G156000.1	GO:0016758, GO:0008152
Gorai.001G156900.1	GO:0003700, GO:0006355
Gorai.001G157100.1	GO:0003676
Gorai.001G157300.1	GO:0046872, GO:0030001
Gorai.001G157600.1	GO:0004518, GO:0006281
Gorai.001G157900.1	GO:0005783
Gorai.001G158100.1	GO:0020037, GO:0006629
Gorai.001G158300.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G158500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G158800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.001G158900.1	GO:0004650, GO:0005975
Gorai.001G159000.1	GO:0004672, GO:0005524, GO:0006468, GO:0016773, GO:0009103, GO:0016020
Gorai.001G160100.1	GO:0045156, GO:0009772, GO:0019684
Gorai.001G160200.1	GO:0006461, GO:0008535, GO:0016020
Gorai.001G160500.1	GO:0015078, GO:0015986, GO:0045263
Gorai.001G160700.1	GO:0016651, GO:0042773, GO:0055114
Gorai.001G161500.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G161700.1	GO:0004129, GO:0005507, GO:0016020, GO:0009055, GO:0022900, GO:0016021
Gorai.001G161800.1	GO:0003723
Gorai.001G161900.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G162000.1	GO:0009055, GO:0016491, GO:0016020, GO:0022904
Gorai.001G162200.1	GO:0004190, GO:0006508
Gorai.001G162400.1	GO:0015002, GO:0016020
Gorai.001G162500.1	GO:0004129, GO:0005506, GO:0009055, GO:0020037, GO:0009060, GO:0055114, GO:0016021
Gorai.001G162900.1	GO:0005524, GO:0016820, GO:0015991, GO:0033178
Gorai.001G163400.1	GO:0015078, GO:0015991, GO:0033177, GO:0008137, GO:0042773, GO:0055114
Gorai.001G163700.1	GO:0046872, GO:0015979, GO:0009523, GO:0009536, GO:0009579, GO:0016021
Gorai.001G164200.1	GO:0055114, GO:0016020
Gorai.001G164500.1	GO:0015078, GO:0015986, GO:0000276, GO:0016820, GO:0005739, GO:0016021
Gorai.001G164600.1	GO:0008137, GO:0042773, GO:0055114
Gorai.001G165900.1	GO:0006461, GO:0008535, GO:0016020
Gorai.001G166300.1	GO:0008137, GO:0042773, GO:0055114
Gorai.001G166700.1	GO:0008137, GO:0055114
Gorai.001G167100.1	GO:0005524
Gorai.001G167400.1	GO:0015078, GO:0015986, GO:0000276
Gorai.001G167600.1	GO:0016627
Gorai.001G167800.1	GO:0008137, GO:0042773, GO:0055114
Gorai.001G168000.1	GO:0008137, GO:0055114
Gorai.001G168400.1	GO:0003677, GO:0005622
Gorai.001G168700.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386, GO:0005515, GO:0016818, GO:0006355, GO:0005634
Gorai.001G168900.1	GO:0022857, GO:0055085, GO:0016021
Gorai.001G169000.1	GO:0005215, GO:0006810, GO:0016020
Gorai.001G169100.1	GO:0004190, GO:0016021
Gorai.001G169200.1	GO:0004672, GO:0005524, GO:0006468, GO:0006950, GO:0004842, GO:0016567, GO:0000151
Gorai.001G169300.1	GO:0004672, GO:0005524, GO:0006468, GO:0004842, GO:0016567, GO:0000151
Gorai.001G169600.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.001G169700.1	GO:0003677
Gorai.001G169800.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.001G170000.1	GO:0046983
Gorai.001G170200.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.001G170300.1	GO:0016491, GO:0008152
Gorai.001G170400.1	GO:0016491, GO:0008152, GO:0003824, GO:0050662, GO:0044237
